age,amount,duration,checking,history,purpose,savings,employed,installp,marital,coapp,resident,property,other,housing,existcr,job,depends,telephon,foreign,good_bad
35,1204,6,4,0,0,2,3,4,3,1,1,4,1,1,1,3,1,1,2,good
26,1925,24,3,2,2,1,3,2,3,1,2,1,3,2,1,3,1,1,1,good
22,433,18,4,2,3,1,1,3,2,2,4,1,3,1,1,3,1,1,1,bad
39,666,6,1,4,0,4,4,3,2,1,4,1,3,2,2,2,1,2,1,good
46,2251,12,3,2,2,1,3,1,2,1,2,3,3,2,1,2,1,1,1,good
24,2150,30,2,2,0,1,3,4,2,3,2,4,1,2,1,3,1,1,1,bad
35,4151,24,4,3,2,2,3,2,3,1,3,2,3,2,2,3,1,1,1,good
24,2030,9,2,2,2,5,4,2,3,1,1,3,3,2,1,3,1,2,1,good
27,7418,60,2,3,3,5,3,1,3,1,1,1,3,2,1,2,1,1,1,good
35,2684,24,4,4,3,1,3,4,3,1,2,1,3,2,2,2,1,1,1,good
29,2149,12,1,1,3,1,3,4,1,1,1,4,3,3,1,3,1,1,1,bad
23,3812,15,4,2,1,2,2,1,2,1,4,3,3,2,1,3,1,2,1,good
57,1154,11,4,4,3,2,1,4,2,1,4,1,3,2,3,2,1,1,1,good
27,1657,12,1,2,2,1,3,2,3,1,2,1,3,2,1,3,1,1,1,good
55,1603,24,1,2,3,1,5,4,2,1,4,3,3,2,1,3,1,1,1,good
36,5302,18,1,4,0,1,5,2,3,1,4,4,3,3,3,4,1,2,1,good
57,2748,12,4,4,6,1,5,2,2,1,4,4,1,3,3,2,1,1,1,good
32,1231,10,4,4,0,1,5,3,3,1,4,1,3,2,2,2,2,1,2,good
37,802,15,2,2,3,1,5,4,3,1,3,3,3,2,1,3,2,1,1,bad
36,6304,36,4,4,9,5,5,4,3,1,4,1,3,2,2,3,1,1,1,good
38,1533,24,4,2,3,1,2,4,2,1,3,3,2,2,1,3,1,2,1,good
45,8978,14,1,2,0,1,5,1,1,1,4,2,3,2,1,4,1,2,2,bad
25,999,24,4,2,3,5,5,4,3,1,2,3,3,2,2,3,1,1,1,good
32,2662,18,4,2,0,5,4,4,3,1,3,2,3,2,1,3,1,1,2,good
37,1402,12,4,4,2,3,4,3,2,1,4,3,3,1,1,3,1,2,1,good
36,12169,48,2,1,0,5,1,4,3,2,4,4,3,3,1,4,1,2,1,good
28,3060,48,2,2,3,1,4,4,3,1,4,1,3,2,2,3,1,1,1,bad
34,11998,30,1,2,5,1,2,1,1,1,1,4,3,2,1,2,1,2,1,bad
32,2697,9,4,2,3,1,3,1,3,1,2,1,3,2,1,3,2,1,1,good
26,2404,18,4,4,3,1,3,2,2,1,2,3,3,2,2,3,1,1,1,good
49,1262,12,1,2,2,5,5,2,1,1,4,2,3,2,1,2,1,2,1,good
32,4611,6,4,2,2,1,2,1,2,1,4,2,3,2,1,3,1,1,1,bad
29,1901,24,4,2,3,2,3,4,3,1,4,3,3,1,1,4,1,2,1,good
23,3368,15,4,4,1,4,5,3,3,1,4,4,3,1,2,3,1,2,1,good
50,1574,12,4,2,2,1,3,4,3,1,2,1,3,2,1,3,1,1,1,good
49,1445,18,3,1,3,5,4,4,3,1,4,3,1,2,1,2,1,1,1,good
63,1520,15,4,4,2,5,5,4,3,1,4,2,3,2,1,3,1,1,1,good
37,3878,24,2,4,0,2,2,4,1,1,2,3,3,2,1,3,1,2,1,good
35,10722,47,1,2,0,1,2,1,2,1,1,1,3,2,1,2,1,2,1,good
26,4788,48,1,2,1,1,4,4,3,1,3,2,3,2,1,3,2,1,1,good
31,7582,48,2,3,X,2,1,2,3,1,4,4,3,3,1,4,1,2,1,good
49,1092,12,2,2,3,1,3,4,2,3,4,1,3,2,2,3,1,2,1,good
48,1024,24,1,3,3,1,2,4,4,1,4,1,2,2,1,3,1,1,1,bad
26,1076,12,4,2,9,1,3,2,4,1,2,1,3,2,1,3,1,2,2,good
28,9398,36,2,2,1,1,2,1,4,1,4,3,3,1,1,4,1,2,1,bad
44,6419,24,1,4,1,1,5,2,2,1,4,4,3,3,2,4,2,2,1,good
56,4796,42,3,4,1,1,5,4,3,1,4,4,3,3,1,3,1,1,1,good
46,7629,48,4,4,9,5,5,4,1,1,2,3,1,2,2,4,2,1,1,good
26,9960,48,2,2,2,1,2,1,2,1,2,3,3,2,1,3,1,2,1,bad
20,4675,12,4,2,1,5,2,1,2,1,4,3,3,1,1,3,1,1,1,good
45,1287,10,4,2,0,5,5,4,3,2,2,2,3,2,1,2,1,1,2,good
43,2515,18,4,2,2,1,3,3,3,1,4,1,3,2,1,3,1,2,1,good
32,2745,21,2,4,2,4,4,3,3,1,2,3,3,2,2,3,1,2,1,good
54,672,6,4,2,0,1,1,1,2,1,4,1,3,2,1,1,1,2,1,good
42,3804,36,2,0,3,1,3,4,2,1,1,3,3,2,1,3,1,2,1,bad
37,1344,24,3,4,0,5,4,4,3,1,2,1,1,2,2,2,2,1,1,bad
49,1038,10,1,4,0,1,4,4,3,2,3,2,3,2,2,3,1,2,1,good
44,10127,48,4,4,0,3,3,2,3,1,2,4,1,3,1,3,1,1,1,bad
33,1543,6,4,2,2,4,3,4,1,1,2,1,3,2,1,3,1,1,1,good
24,4811,30,4,2,1,5,4,2,2,1,4,2,2,1,1,2,1,1,1,good
33,727,12,1,2,3,2,2,4,4,1,3,4,3,2,1,2,1,2,1,bad
24,1237,8,2,2,2,1,3,3,2,1,4,1,3,2,1,3,1,1,1,bad
22,276,9,2,2,0,1,3,4,4,1,4,1,3,1,1,2,1,1,1,good
40,5381,48,2,2,X,5,1,3,3,1,4,4,1,3,1,1,1,2,1,good
25,5511,24,4,2,2,2,3,4,3,1,1,3,2,2,1,3,1,1,1,good
26,3749,24,3,2,2,1,2,2,2,1,4,3,3,2,1,3,1,1,1,good
25,685,12,2,2,0,1,4,2,4,1,3,3,1,2,1,2,1,1,1,bad
29,1494,4,3,2,0,5,2,1,3,1,2,1,3,2,1,2,2,1,2,good
31,2746,36,1,1,2,1,5,4,3,1,4,3,1,2,1,3,1,1,1,bad
38,708,12,1,2,2,1,3,2,3,3,3,2,3,2,1,2,2,1,1,good
48,4351,24,2,2,2,5,3,1,2,1,4,2,3,2,1,2,1,2,1,good
32,701,12,4,4,6,1,3,4,3,1,2,3,3,2,2,3,1,1,1,good
27,3643,15,1,3,2,1,5,1,2,1,4,2,3,2,2,2,1,1,1,good
28,4249,30,2,4,0,1,1,4,4,1,2,3,3,2,2,4,1,1,1,bad
32,1938,24,1,2,3,1,2,4,1,1,3,2,3,2,1,3,1,1,1,bad
34,2910,24,1,2,1,1,4,2,3,1,1,4,3,3,1,4,1,2,1,good
28,2659,18,1,2,2,4,3,4,3,1,2,3,3,2,1,3,1,1,1,good
36,1028,18,4,4,0,1,3,4,2,1,3,1,3,2,2,3,1,1,1,good
39,3398,8,1,4,0,1,4,1,3,1,4,1,3,2,2,2,1,1,2,good
49,5801,12,4,4,2,5,5,2,3,1,4,2,3,1,1,3,1,2,1,good
34,1525,24,4,2,0,4,4,4,2,1,3,3,3,2,1,3,2,2,1,good
31,4473,36,3,2,3,1,5,4,3,1,2,3,3,2,1,3,1,1,1,good
28,1068,6,2,2,3,1,5,4,3,1,4,3,3,2,1,3,2,1,1,good
75,6615,24,1,4,1,1,1,2,3,1,4,4,3,3,2,4,1,2,1,good
30,1864,18,4,4,6,2,3,4,2,1,2,1,3,2,2,3,1,1,1,bad
24,7408,60,2,2,0,2,2,4,2,1,2,2,3,2,1,4,1,1,1,bad
24,11590,48,4,4,1,2,3,2,2,1,4,3,1,1,2,2,1,1,1,bad
23,4110,24,1,0,2,1,5,3,3,1,4,4,1,1,2,3,2,1,1,bad
44,3384,6,1,4,2,1,3,1,1,1,4,1,3,1,1,4,1,2,1,bad
23,2101,13,2,2,3,1,2,2,2,3,4,2,3,2,1,2,1,1,1,good
24,1275,15,1,2,4,5,3,4,2,1,2,3,3,1,1,3,1,1,1,bad
28,4169,24,1,2,2,1,3,4,3,1,4,2,3,2,1,3,1,1,1,good
31,1521,10,2,2,2,1,3,4,1,1,2,3,3,2,1,2,1,1,1,good
24,5743,24,2,4,6,1,2,2,2,1,4,4,3,3,2,3,1,2,1,good
26,3599,21,1,2,2,1,4,1,2,1,4,3,3,1,1,2,1,1,1,good
25,3213,18,2,2,3,3,2,1,4,1,3,1,3,1,1,3,1,1,1,good
33,4439,18,2,2,9,1,5,1,3,2,1,1,1,2,1,4,1,2,1,good
37,3949,10,3,2,0,1,2,1,3,3,1,2,3,2,1,2,2,1,1,good
43,1459,15,4,4,3,1,3,4,2,1,2,3,3,2,1,2,1,1,1,good
23,882,13,2,4,3,1,2,4,3,3,4,1,3,2,2,3,1,1,1,good
23,3758,24,2,2,3,3,1,1,2,1,4,4,3,1,1,1,1,1,1,good
34,1743,6,4,3,9,2,3,1,3,1,2,1,3,2,2,2,1,1,1,good
32,1136,9,2,4,6,4,5,4,3,1,3,4,3,3,2,3,2,1,1,bad
23,1236,9,4,2,4,1,2,1,2,1,4,1,3,1,1,3,1,2,1,good
29,959,9,2,2,2,1,3,1,2,1,2,3,3,2,1,3,1,1,2,bad
38,3229,18,4,4,1,5,1,2,3,1,4,4,3,2,1,4,1,2,1,good
28,6199,12,1,0,3,1,3,4,3,1,2,2,3,1,2,3,1,2,1,bad
46,727,10,4,2,6,3,5,4,3,1,4,4,3,3,1,3,1,2,1,good
23,1246,24,2,2,0,1,2,4,3,1,2,1,2,2,1,2,1,1,1,bad
49,2331,12,4,4,3,5,5,1,3,2,4,1,3,2,1,3,1,2,1,good
26,4463,36,4,3,3,1,3,4,3,1,2,3,3,2,2,4,1,2,1,bad
28,776,12,4,2,3,1,3,4,4,1,2,1,3,2,1,3,1,1,1,good
23,2406,30,1,2,2,1,4,4,2,1,4,1,3,1,1,3,1,1,1,bad
61,1239,18,2,2,6,5,3,4,3,1,4,4,3,3,1,3,1,1,1,good
37,3399,12,3,2,3,5,5,2,3,1,3,3,3,2,1,4,1,1,1,good
36,2247,12,3,3,0,1,3,2,2,1,2,3,2,2,2,3,1,2,1,good
21,1766,6,4,2,2,1,3,1,4,1,2,2,3,1,1,3,1,1,1,good
25,2473,18,1,2,2,1,1,4,3,1,1,3,3,2,1,1,1,1,1,bad
36,1542,12,4,2,9,1,4,2,3,1,4,3,3,2,1,3,1,2,1,good
27,3850,18,4,4,1,1,4,3,3,1,1,3,3,2,2,3,1,1,1,good
22,3650,18,1,2,2,1,2,1,2,1,4,3,3,1,1,3,1,1,1,good
42,3446,36,1,2,2,1,5,4,3,1,2,3,3,2,1,3,2,1,1,bad
40,3001,18,2,2,2,1,4,2,2,1,4,1,3,1,1,3,1,1,1,good
36,3079,36,4,2,0,5,3,4,3,1,4,1,3,2,1,3,1,1,1,good
33,6070,18,4,4,3,1,5,3,3,1,4,3,3,2,2,3,1,2,1,good
23,2146,10,4,4,2,1,2,1,2,1,3,1,3,1,2,3,1,1,1,good
63,13756,60,4,4,0,5,5,2,3,1,4,4,1,3,1,4,1,2,1,good
60,14782,60,2,1,X,2,5,3,2,1,4,4,1,3,2,4,1,2,1,bad
37,7685,48,1,1,9,1,4,2,2,3,4,3,3,1,1,3,1,1,1,bad
34,2320,18,4,3,3,1,1,2,4,1,3,1,3,2,2,3,1,1,1,good
36,846,7,4,3,3,5,5,3,3,1,4,4,3,3,1,3,1,1,1,good
57,14318,36,2,2,0,1,5,4,3,1,2,4,3,3,1,4,1,2,1,bad
52,362,6,4,4,0,2,3,4,2,1,4,3,3,2,2,2,1,1,1,good
39,2212,20,1,2,2,5,4,4,3,1,4,3,3,2,1,3,1,2,1,good
38,12976,18,2,2,1,1,1,3,2,1,4,4,3,3,1,4,1,2,1,bad
25,1283,22,4,2,0,5,4,4,2,1,4,2,3,1,1,3,1,1,1,good
26,1330,12,3,2,0,1,2,4,3,1,1,1,3,2,1,3,1,1,1,good
26,4272,30,4,3,9,2,3,2,3,1,2,2,3,2,2,2,1,1,1,good
25,2238,18,4,4,3,1,3,2,2,1,1,3,3,2,2,3,1,1,1,good
21,1126,18,4,2,3,5,2,4,2,1,2,1,3,1,1,3,1,2,1,good
40,7374,18,2,4,2,1,1,4,3,1,4,2,2,2,2,4,1,2,1,good
27,2326,15,2,4,9,3,3,2,3,1,4,3,1,2,1,3,1,1,1,good
27,1449,9,4,2,9,1,4,3,2,1,2,3,3,2,2,3,1,1,1,good
30,1820,18,4,2,0,1,3,2,4,1,2,2,3,2,1,4,1,2,1,good
19,983,12,2,2,2,4,2,1,2,1,4,1,3,1,1,2,1,1,1,good
39,3249,36,1,2,0,1,4,2,3,1,4,4,1,3,1,4,2,2,1,good
31,1957,6,1,4,3,1,4,1,2,1,4,3,3,2,1,3,1,1,1,good
31,2406,9,4,4,2,1,1,2,3,1,3,3,3,2,1,4,1,1,1,good
32,11760,39,2,3,6,2,4,2,3,1,3,4,3,1,1,3,1,2,1,good
55,2578,12,1,2,2,1,1,3,2,1,4,4,3,3,1,4,1,1,1,good
46,2348,36,1,4,2,1,3,3,4,1,2,2,3,2,2,3,1,2,1,good
46,1223,12,2,2,0,1,5,1,1,1,1,1,3,1,2,3,1,1,1,bad
43,1516,24,4,4,3,4,3,4,2,1,1,1,3,2,2,2,1,1,1,good
39,1473,18,4,2,3,1,2,3,4,1,4,1,3,2,1,3,1,2,1,good
28,1887,18,2,4,9,5,3,4,4,1,4,1,1,2,2,3,1,1,1,good
27,8648,24,4,3,9,1,2,2,3,1,2,3,1,2,2,3,1,2,1,bad
27,802,14,4,3,0,1,3,4,3,1,2,3,3,2,2,2,1,1,1,good
43,2899,18,2,3,0,5,5,4,3,1,4,3,3,2,1,3,2,1,1,good
22,2039,24,2,2,3,1,2,1,4,1,1,2,3,2,1,3,1,2,1,bad
43,2197,24,4,4,1,5,4,4,3,1,4,3,3,2,2,3,2,2,1,good
27,1053,15,1,2,3,1,2,4,4,1,2,1,3,2,1,3,1,1,2,good
26,3235,24,4,2,3,3,5,3,1,1,2,3,3,2,1,4,1,2,1,good
28,939,12,3,4,0,3,4,4,4,1,2,1,3,2,3,3,1,2,1,bad
20,1967,24,2,2,3,1,5,4,2,1,4,3,3,2,1,3,1,2,1,good
35,7253,33,4,4,1,1,4,3,3,1,2,3,3,2,2,4,1,2,1,good
42,2292,12,4,4,9,1,1,4,3,1,2,3,2,2,2,4,1,2,1,bad
40,1597,10,4,2,0,3,3,3,3,1,2,4,3,1,1,2,2,1,2,good
35,1381,24,1,2,0,5,3,4,2,1,2,2,3,2,1,3,1,1,1,bad
35,5842,36,4,4,1,1,5,2,3,1,2,2,3,2,2,3,2,2,1,good
33,2579,12,1,2,0,1,2,4,3,1,1,1,3,2,1,2,2,1,1,bad
23,8471,18,1,3,6,5,3,1,2,1,2,3,3,1,2,3,1,2,1,good
31,2782,21,4,2,0,3,4,1,2,1,2,3,1,2,1,4,1,1,1,good
33,1042,18,2,2,0,5,3,4,2,1,2,2,3,2,1,3,1,1,1,bad
20,3186,15,4,2,0,4,4,2,2,1,3,3,3,1,1,3,1,1,1,good
30,2028,12,2,2,1,5,3,4,3,1,2,3,3,2,1,3,1,1,1,good
47,958,12,2,4,0,1,4,2,3,1,3,1,3,2,2,2,2,1,1,good
34,1591,21,4,3,2,2,4,4,3,1,3,1,3,2,2,4,1,1,1,good
25,2762,12,2,2,2,5,5,1,2,1,2,2,1,2,1,3,1,2,1,bad
21,2779,18,2,2,1,1,3,1,4,1,3,3,3,1,1,3,1,2,1,good
29,2743,28,4,4,3,1,5,4,3,1,2,3,3,2,2,3,1,1,1,good
46,1149,18,4,4,3,4,3,4,3,1,3,1,3,2,2,3,1,1,1,good
20,1313,9,4,2,2,1,5,1,3,1,4,3,3,2,1,3,1,1,1,good
55,1190,18,1,4,5,1,1,2,2,1,4,4,3,3,3,1,2,1,1,bad
74,3448,5,4,2,9,1,4,1,3,1,4,1,3,2,1,2,1,1,1,good
29,11328,24,2,2,X,1,3,2,3,2,3,3,1,2,2,4,1,2,1,bad
36,1872,6,1,4,2,1,1,4,3,1,4,4,3,3,3,4,1,2,1,good
33,2058,24,4,4,5,1,3,4,1,1,2,1,3,2,2,3,1,2,1,good
25,2136,9,1,2,2,1,3,3,3,1,2,1,3,2,1,3,1,1,1,good
25,1484,12,2,2,3,5,3,2,4,1,1,1,3,2,1,3,1,2,1,bad
23,660,6,4,2,5,3,4,2,4,1,4,1,3,1,1,2,1,1,1,good
37,1287,24,4,4,0,4,5,4,2,1,4,1,3,2,2,3,1,2,1,good
65,3394,42,1,4,5,1,1,4,3,2,4,3,3,2,2,1,1,1,1,good
26,609,12,3,1,9,1,2,4,2,1,1,1,3,2,1,1,1,1,1,bad
39,1884,12,4,2,0,1,5,4,3,1,4,3,3,2,1,4,1,2,1,good
30,1620,12,1,2,2,1,3,2,2,2,3,2,3,2,1,3,1,1,1,good
29,2629,20,2,3,X,1,3,2,3,1,3,3,1,2,2,3,1,2,1,good
41,719,12,4,2,6,1,5,4,3,1,4,3,1,2,1,2,2,1,1,bad
30,5096,48,2,4,2,1,3,2,2,1,3,3,3,2,1,4,1,2,1,bad
41,1244,9,4,4,6,5,5,4,2,1,4,2,3,1,2,2,1,1,1,good
34,1842,36,1,2,0,1,2,4,2,1,4,3,3,2,1,3,1,2,1,bad
35,2576,7,2,2,3,1,3,2,3,3,2,1,3,2,1,3,1,1,1,good
55,1424,12,3,2,2,5,5,3,2,1,4,1,3,2,1,4,1,2,1,good
61,1512,15,2,3,5,4,3,3,4,1,3,2,2,2,2,3,1,1,1,bad
30,11054,36,4,4,1,5,3,4,3,1,2,3,3,2,1,4,1,2,1,good
29,518,6,4,2,3,1,3,3,2,1,1,1,3,2,1,3,1,1,1,good
34,2759,12,4,0,2,1,5,2,3,1,4,2,3,2,2,3,1,1,1,good
35,2670,24,4,2,1,1,5,4,3,1,4,3,3,2,1,4,1,2,1,good
31,4817,24,1,2,0,1,4,2,3,2,3,2,3,2,1,3,1,2,1,bad
29,2679,24,4,2,1,1,2,4,2,1,1,4,3,2,1,4,1,2,1,good
36,3905,11,1,4,0,1,3,2,3,1,2,1,3,1,2,3,2,1,1,good
35,3386,12,1,2,1,1,5,3,3,1,4,4,3,3,1,3,1,2,1,bad
27,343,6,1,2,4,1,2,4,2,1,1,1,3,2,1,3,1,1,1,good
32,4594,18,4,2,3,1,2,3,3,1,2,3,3,2,1,3,1,2,1,good
37,3620,36,1,2,2,1,3,1,3,3,2,2,3,2,1,3,2,1,1,good
36,1721,15,1,2,0,1,2,2,3,1,3,1,3,2,1,3,1,1,1,good
34,3017,12,2,2,2,1,2,3,2,1,1,1,3,1,1,4,1,1,1,good
38,754,12,2,2,8,5,5,4,3,1,4,2,3,2,2,3,1,1,1,good
34,1950,18,4,2,9,1,4,4,3,1,1,3,2,2,2,3,1,2,1,good
63,2924,24,1,2,1,1,3,3,3,3,4,4,1,2,1,3,2,2,1,good
29,1659,24,1,3,3,1,2,4,2,1,2,3,3,1,1,2,1,2,1,bad
32,7238,48,4,3,3,5,5,3,3,1,3,3,1,2,2,3,2,1,1,good
26,2764,33,4,3,9,1,3,2,2,1,2,3,3,2,2,3,1,2,1,good
35,4679,24,4,3,1,1,4,3,3,1,3,3,3,2,2,2,1,2,1,good
22,3092,24,2,2,3,2,2,3,4,1,2,3,3,1,1,3,1,2,1,bad
23,448,6,1,2,6,1,2,4,2,1,4,2,3,2,1,3,1,1,1,bad
28,654,9,1,2,0,1,3,4,3,1,3,3,3,2,1,2,1,1,1,bad
36,1238,6,4,2,8,5,1,4,3,1,4,2,3,2,1,4,2,2,1,good
33,1245,18,2,4,3,1,3,4,4,1,2,3,3,2,1,3,1,1,1,bad
26,3114,18,1,0,2,1,2,1,2,1,4,2,3,1,1,3,1,1,1,bad
24,2569,39,4,2,1,3,3,4,3,1,4,3,3,2,1,3,1,1,1,good
25,5152,24,3,2,3,1,4,4,3,1,2,3,1,2,1,3,1,1,1,good
39,1037,12,2,2,9,2,4,3,3,1,4,1,3,2,1,2,1,1,1,good
44,1478,15,1,4,2,1,5,4,3,1,4,3,3,2,2,3,2,2,1,good
23,3573,12,2,4,3,1,3,1,2,1,1,1,3,2,1,2,1,1,1,good
26,1201,24,2,2,0,1,2,4,3,1,1,2,3,2,1,3,1,1,1,good
57,3622,30,1,2,2,4,5,4,2,1,4,2,3,1,2,3,1,2,1,good
30,960,15,4,3,2,4,4,3,2,1,2,2,3,2,2,3,1,1,1,good
44,1163,12,4,4,0,3,3,4,3,1,4,1,3,2,1,3,1,2,1,good
47,1209,6,2,3,0,1,1,4,3,1,4,2,3,2,1,4,1,2,1,bad
52,3077,12,4,2,3,1,3,2,3,1,4,3,3,2,1,3,1,2,1,good
62,3757,24,4,2,0,1,5,4,2,2,4,4,3,3,1,3,1,2,1,good
35,1418,10,4,2,0,2,3,3,3,1,2,1,3,1,1,2,1,1,2,good
26,3518,6,4,2,0,1,3,2,3,3,3,2,3,1,1,3,1,1,1,good
26,1934,12,4,4,3,1,5,2,3,1,2,4,3,2,2,3,1,1,1,good
42,8318,27,2,0,9,1,5,2,2,1,4,4,3,3,2,4,1,2,1,bad
27,1237,6,4,4,3,2,3,1,2,1,1,2,3,2,2,3,1,1,1,good
38,368,6,2,2,3,5,5,4,3,1,4,2,3,2,1,3,1,1,1,good
39,2122,12,1,4,0,1,3,3,3,1,2,1,3,1,2,2,2,1,2,good
20,2996,24,1,2,2,5,3,2,4,1,4,3,3,2,1,3,1,1,1,bad
29,9034,36,2,2,2,2,2,4,3,2,1,4,3,1,1,4,1,2,1,bad
